Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Label
443,52,2,0,12,0,6,6,6.0,0.0,BENIGN
80,982,2,0,0,0,0,0,0.0,0.0,DoS Hulk
443,118796414,55,84,1740,101759,836,0,31.63636364,116.212029,BENIGN
49862,3,2,0,37,0,37,0,18.5,26.1629509039,BENIGN
53,34724,2,2,88,198,44,44,44.0,0.0,BENIGN
53,65474,1,1,54,121,54,54,54.0,0.0,BENIGN
443,4547556,5,1,135,46,46,6,27.0,20.1246117975,BENIGN
443,61291691,17,15,708,5618,398,0,41.64705882,105.6674862,BENIGN
212,36,1,1,0,6,0,0,0.0,0.0,PortScan
54875,3,2,0,31,0,31,0,15.5,21.92031022,BENIGN
53,47002,2,2,78,274,39,39,39.0,0.0,BENIGN
64045,54,1,1,6,6,6,6,6.0,0.0,BENIGN
33034,4,2,0,37,0,31,6,18.5,17.67766953,BENIGN
65253,9859053,7,8,11613,56,5840,0,1659.0,2287.770603,BENIGN
123,16290,1,1,48,48,48,48,48.0,0.0,BENIGN
443,63485849,61,97,1669,113285,311,0,27.36065574,61.02486728,BENIGN
80,267737,3,6,26,11601,20,0,8.666666667,10.26320288,DDoS
50486,221,2,1,37,6,31,6,18.5,17.6776695297,BENIGN
53,180,2,2,104,136,52,52,52.0,0.0,BENIGN
53,23518,1,1,64,128,64,64,64.0,0.0,BENIGN
53,31039,1,1,48,100,48,48,48.0,0.0,BENIGN
60947,3,2,0,12,0,6,6,6.0,0.0,BENIGN
53,176,2,2,62,126,31,31,31.0,0.0,BENIGN
389,165,2,2,500,326,250,250,250.0,0.0,BENIGN
53,31042,2,2,76,188,38,38,38.0,0.0,BENIGN
53,374,1,1,49,77,49,49,49.0,0.0,BENIGN
80,1604,2,0,12,0,6,6,6.0,0.0,BENIGN
80,47598986,23,37,3529,30350,632,0,153.4347826,212.5081445,BENIGN
88,1145,9,6,3148,3152,1574,0,349.7777778,694.0687606,BENIGN
80,5332455,3,1,0,0,0,0,0.0,0.0,BENIGN
48216,320,3,0,18,0,6,6,6.0,0.0,BENIGN
80,100638773,4,6,360,11595,354,0,90.0,176.0227258,DoS Hulk
53,70773,1,1,40,116,40,40,40.0,0.0,BENIGN
22,68,1,1,0,0,0,0,0.0,0.0,SSH-Patator
5987,99,2,2,4,12,2,2,2.0,0.0,BENIGN
58735,76,1,1,0,0,0,0,0.0,0.0,BENIGN
389,21,1,4,6,24,6,6,6.0,0.0,BENIGN
80,11001761,5,0,30,0,6,6,6.0,0.0,DDoS
39090,26,1,1,0,0,0,0,0.0,0.0,BENIGN
80,36837,1,1,0,0,0,0,0.0,0.0,BENIGN
3013,82,1,1,2,6,2,2,2.0,0.0,PortScan
465,1931890,17,23,1362,4520,362,0,80.11764706,87.29109516,BENIGN
53,167,2,2,82,114,41,41,41.0,0.0,BENIGN
443,5097805,3,1,31,0,31,0,10.33333333,17.89785834,BENIGN
80,30503396,65,98,747,185410,375,0,11.49230769,45.80397195,BENIGN
80,4,3,0,0,0,0,0,0.0,0.0,DoS Hulk
53,351612,2,2,76,176,38,38,38.0,0.0,BENIGN
53,223,2,2,106,202,53,53,53.0,0.0,BENIGN
53,1356417,2,2,97,289,49,48,48.5,0.7071067812,BENIGN
443,90280873,35,46,26474,7035,4140,0,756.4,1250.645461587,BENIGN
6059,49,2,0,4,0,2,2,2.0,0.0,BENIGN
53,50988,2,2,64,120,32,32,32.0,0.0,BENIGN
53,122000,2,2,60,168,30,30,30.0,0.0,BENIGN
80,47304,3,4,436,859,436,0,145.3333333,251.7247174,BENIGN
53,149067,1,1,42,102,42,42,42.0,0.0,BENIGN
443,60582158,15,13,2245,5271,955,0,149.6666667,319.4644328,BENIGN
8086,1,2,0,4,0,2,2,2.0,0.0,BENIGN
80,3936960,4,0,24,0,6,6,6.0,0.0,DDoS
52063,57,1,1,0,0,0,0,0.0,0.0,BENIGN
80,192,2,0,0,0,0,0,0.0,0.0,DoS Hulk
50956,3,2,0,0,0,0,0,0.0,0.0,BENIGN
53,30580,4,4,124,372,31,31,31.0,0.0,BENIGN
667,50,2,2,4,12,2,2,2.0,0.0,BENIGN
2288,4,2,2,4,12,2,2,2.0,0.0,BENIGN
80,3,2,0,0,0,0,0,0.0,0.0,DoS Hulk
53,212,2,2,90,196,45,45,45.0,0.0,BENIGN
80,116004936,17,16,336,4464,336,0,19.76470588,81.49197001,BENIGN
53,317512,2,2,68,250,34,34,34.0,0.0,BENIGN
80,1657607,4,0,24,0,6,6,6.0,0.0,DDoS
39388,582,1,1,0,0,0,0,0.0,0.0,BENIGN
80,890460,3,5,26,11607,20,0,8.666666667,10.26320288,DDoS
50039,21918,5,1,137,0,68,0,27.4,28.61468155,BENIGN
443,113634121,12,12,0,0,0,0,0.0,0.0,BENIGN
80,137,2,0,0,0,0,0,0.0,0.0,BENIGN
53,31456,4,2,120,264,30,30,30.0,0.0,BENIGN
10405,47,1,1,6,6,6,6,6.0,0.0,BENIGN
53,293660,1,1,53,157,53,53,53.0,0.0,BENIGN
51871,62,1,2,6,12,6,6,6.0,0.0,BENIGN
55055,44,1,1,2,6,2,2,2.0,0.0,PortScan
80,24185428,5,0,30,0,6,6,6.0,0.0,DDoS
53,340313,2,2,104,444,52,52,52.0,0.0,BENIGN
443,99393181,41,52,2829,67981,1040,0,69.0,218.5950594,BENIGN
53,841,2,2,88,242,44,44,44.0,0.0,BENIGN
8194,70,2,2,4,12,2,2,2.0,0.0,BENIGN
53,157,2,2,66,98,33,33,33.0,0.0,BENIGN
80,85938667,8,7,56,11601,20,0,7.0,5.656854249,DDoS
57955,13747,2,0,0,0,0,0,0.0,0.0,BENIGN
1443,38,1,1,2,6,2,2,2.0,0.0,PortScan
56278,98,1,1,0,0,0,0,0.0,0.0,BENIGN
443,61218272,15,13,757,3563,367,0,50.46666667,104.1844975,BENIGN
53,23731,2,2,70,102,35,35,35.0,0.0,BENIGN
53,404,1,1,51,111,51,51,51.0,0.0,BENIGN
53,42573,4,4,180,292,45,45,45.0,0.0,BENIGN
53,180,2,2,76,172,38,38,38.0,0.0,BENIGN
3689,65,2,2,4,12,2,2,2.0,0.0,BENIGN
443,117785671,19,19,2595,5241,1077,0,136.5789474,299.4610559,BENIGN
53,264,2,2,88,250,44,44,44.0,0.0,BENIGN
48690,70,1,1,0,0,0,0,0.0,0.0,BENIGN
80,5988777,4,2,0,0,0,0,0.0,0.0,BENIGN
443,5818233,9,8,387,5463,206,0,43.0,73.1231837381,BENIGN
53,23640,1,1,56,72,56,56,56.0,0.0,BENIGN
443,5361843,7,4,635,168,517,0,90.71428571,190.7072051,BENIGN
57389,66,2,1,12,6,6,6,6.0,0.0,BENIGN
2525,40,1,1,0,6,0,0,0.0,0.0,PortScan
10268,31746,3,1,82,0,51,0,27.33333333,25.69695183,BENIGN
2288,44,1,1,2,6,2,2,2.0,0.0,PortScan
53,376,2,2,90,206,45,45,45.0,0.0,BENIGN
53,181,2,2,52,228,26,26,26.0,0.0,BENIGN
56454,72,1,3,6,18,6,6,6.0,0.0,BENIGN
53,378,2,2,78,320,39,39,39.0,0.0,BENIGN
48384,2,2,0,12,0,6,6,6.0,0.0,BENIGN
53,51400,2,2,64,204,32,32,32.0,0.0,BENIGN
53,128,2,2,86,142,43,43,43.0,0.0,BENIGN
53,30846,2,2,82,138,41,41,41.0,0.0,BENIGN
80,68638056,11,9,435,746,435,0,39.54545455,131.1574349,BENIGN
80,54505,3,0,0,0,0,0,0.0,0.0,BENIGN
80,5418512,2,1,0,0,0,0,0.0,0.0,BENIGN
406,49,2,0,4,0,2,2,2.0,0.0,BENIGN
80,137,2,0,0,0,0,0,0.0,0.0,DoS Hulk
80,383964,9,8,2043,1071,686,0,227.0,334.5609063,BENIGN
53,147,2,2,102,134,51,51,51.0,0.0,BENIGN
80,998,2,0,0,0,0,0,0.0,0.0,DoS Hulk
80,4585842,4,0,24,0,6,6,6.0,0.0,DDoS
53,60503,1,1,47,75,47,47,47.0,0.0,BENIGN
443,6234339,8,11,3316,4296,2901,0,414.5,1008.679759,BENIGN
80,84547146,5,7,375,11595,363,0,75.0,161.0248428,DoS Hulk
53,31433,2,2,80,248,40,40,40.0,0.0,BENIGN
53,175,2,2,64,96,32,32,32.0,0.0,BENIGN
443,564105,13,8,525,4527,192,0,40.3846153846,67.0553732144,BENIGN
53,62209,2,2,136,416,68,68,68.0,0.0,BENIGN
1443,11,1,1,2,6,2,2,2.0,0.0,PortScan
3914,59,1,1,0,6,0,0,0.0,0.0,PortScan
53,96878,2,2,80,198,40,40,40.0,0.0,BENIGN
53,453,1,1,51,111,51,51,51.0,0.0,BENIGN
443,157320,11,7,559,3827,193,0,50.8181818182,73.7317003491,BENIGN
80,17067193,4,3,239,0,231,0,59.75,114.2289368,DoS slowloris
37090,61,1,1,0,0,0,0,0.0,0.0,BENIGN
443,5335801,8,5,698,3013,517,0,87.25,178.6335035,BENIGN
80,115304379,16,14,777,268,693,0,48.5625,171.856517188,BENIGN
389,171,2,2,500,326,250,250,250.0,0.0,BENIGN
80,23,2,0,12,0,6,6,6.0,0.0,BENIGN
80,85125969,7,6,357,11595,357,0,51.0,134.9333169,DoS Hulk
53,180,2,2,64,158,32,32,32.0,0.0,BENIGN
53,23600,2,2,64,96,32,32,32.0,0.0,BENIGN
443,1066,5,0,37,0,37,0,7.4,16.54690303,BENIGN
443,366687,5,6,779,469,492,0,155.8,209.9004526,BENIGN
64661,34,1,1,0,0,0,0,0.0,0.0,BENIGN
65129,3,2,0,4,0,2,2,2.0,0.0,BENIGN
80,78157408,5,3,127,665,127,0,25.4,56.79612663,BENIGN
80,60211202,9,9,548,213,548,0,60.8888888889,182.6666666667,BENIGN
35014,38,1,1,0,0,0,0,0.0,0.0,BENIGN
